"LOCATION","Location","PLASTICS_EOLFATETYPES","Plastic end of life fates","TIME","Time","Value","Flag Codes","Flags"
"OE6","OECD Non-EU","TOTAL","Total","2019","2019",16.234798,,
"OAF","Other Africa","LAN","Landfilled","2000","2000",1.453495,,
"OAF","Other Africa","LAN","Landfilled","2001","2001",1.574416,,
"OAF","Other Africa","LAN","Landfilled","2002","2002",1.731634,,
"OAF","Other Africa","LAN","Landfilled","2003","2003",1.886626,,
"OAF","Other Africa","LAN","Landfilled","2004","2004",2.066287,,
"OAF","Other Africa","LAN","Landfilled","2005","2005",2.226484,,
"OAF","Other Africa","LAN","Landfilled","2006","2006",2.427328,,
"OAF","Other Africa","LAN","Landfilled","2007","2007",2.643101,,
"OAF","Other Africa","LAN","Landfilled","2008","2008",2.739462,,
"OAF","Other Africa","LAN","Landfilled","2009","2009",2.913276,,
"OAF","Other Africa","LAN","Landfilled","2010","2010",3.172608,,
"OAF","Other Africa","LAN","Landfilled","2011","2011",3.380004,,
"OAF","Other Africa","LAN","Landfilled","2012","2012",3.572269,,
"OAF","Other Africa","LAN","Landfilled","2013","2013",3.782889,,
"OAF","Other Africa","LAN","Landfilled","2014","2014",3.968332,,
"OAF","Other Africa","LAN","Landfilled","2015","2015",4.229538,,
"OAF","Other Africa","LAN","Landfilled","2016","2016",4.377538,,
"OAF","Other Africa","LAN","Landfilled","2017","2017",4.54164,,
"OAF","Other Africa","LAN","Landfilled","2018","2018",4.737664,,
"OAF","Other Africa","LAN","Landfilled","2019","2019",4.902004,,
"OAM","Other OECD America","MIS","Mismanaged","2000","2000",1.505486,,
"OAM","Other OECD America","MIS","Mismanaged","2001","2001",1.548854,,
"OAM","Other OECD America","MIS","Mismanaged","2002","2002",1.61457,,
"OAM","Other OECD America","MIS","Mismanaged","2003","2003",1.670867,,
"OAM","Other OECD America","MIS","Mismanaged","2004","2004",1.736834,,
"OAM","Other OECD America","MIS","Mismanaged","2005","2005",1.781785,,
"OAM","Other OECD America","MIS","Mismanaged","2006","2006",1.846043,,
"OAM","Other OECD America","MIS","Mismanaged","2007","2007",1.911679,,
"OAM","Other OECD America","MIS","Mismanaged","2008","2008",1.900987,,
"OAM","Other OECD America","MIS","Mismanaged","2009","2009",1.931246,,
"OAM","Other OECD America","MIS","Mismanaged","2010","2010",2.008299,,
"OAM","Other OECD America","MIS","Mismanaged","2011","2011",2.048646,,
"OAM","Other OECD America","MIS","Mismanaged","2012","2012",2.070533,,
"OAM","Other OECD America","MIS","Mismanaged","2013","2013",2.107337,,
"OAM","Other OECD America","MIS","Mismanaged","2014","2014",2.098561,,
"OAM","Other OECD America","MIS","Mismanaged","2015","2015",2.223751,,
"OAM","Other OECD America","MIS","Mismanaged","2016","2016",2.244823,,
"OAM","Other OECD America","MIS","Mismanaged","2017","2017",2.259366,,
"OAM","Other OECD America","MIS","Mismanaged","2018","2018",2.323883,,
"OAM","Other OECD America","MIS","Mismanaged","2019","2019",2.337389,,
"OCE","OECD Oceania","LAN","Landfilled","2000","2000",0.32527,,
"OCE","OECD Oceania","LAN","Landfilled","2001","2001",0.356914,,
"OCE","OECD Oceania","LAN","Landfilled","2002","2002",0.394161,,
"OCE","OECD Oceania","LAN","Landfilled","2003","2003",0.432541,,
"OCE","OECD Oceania","LAN","Landfilled","2004","2004",0.475248,,
"OCE","OECD Oceania","LAN","Landfilled","2005","2005",0.516564,,
"OCE","OECD Oceania","LAN","Landfilled","2006","2006",0.564297,,
"OCE","OECD Oceania","LAN","Landfilled","2007","2007",0.61582,,
"OCE","OECD Oceania","LAN","Landfilled","2008","2008",0.655099,,
"OCE","OECD Oceania","LAN","Landfilled","2009","2009",0.705644,,
"OCE","OECD Oceania","LAN","Landfilled","2010","2010",0.76977,,
"OCE","OECD Oceania","LAN","Landfilled","2011","2011",0.835674,,
"OCE","OECD Oceania","LAN","Landfilled","2012","2012",0.883588,,
"OCE","OECD Oceania","LAN","Landfilled","2013","2013",0.965448,,
"OCE","OECD Oceania","LAN","Landfilled","2014","2014",1.019368,,
"OCE","OECD Oceania","LAN","Landfilled","2015","2015",1.092514,,
"OCE","OECD Oceania","LAN","Landfilled","2016","2016",1.170018,,
"OCE","OECD Oceania","LAN","Landfilled","2017","2017",1.26665,,
"OCE","OECD Oceania","LAN","Landfilled","2018","2018",1.339241,,
"OCE","OECD Oceania","LAN","Landfilled","2019","2019",1.417077,,
"RAN","Other Eurasia","REC","Recycled","2000","2000",0.159436,,
"RAN","Other Eurasia","REC","Recycled","2001","2001",0.177405,,
"RAN","Other Eurasia","REC","Recycled","2002","2002",0.199487,,
"RAN","Other Eurasia","REC","Recycled","2003","2003",0.222252,,
"RAN","Other Eurasia","REC","Recycled","2004","2004",0.248173,,
"RAN","Other Eurasia","REC","Recycled","2005","2005",0.272986,,
"RAN","Other Eurasia","REC","Recycled","2006","2006",0.302626,,
"RAN","Other Eurasia","REC","Recycled","2007","2007",0.334808,,
"RAN","Other Eurasia","REC","Recycled","2008","2008",0.355723,,
"RAN","Other Eurasia","REC","Recycled","2009","2009",0.385391,,
"RAN","Other Eurasia","REC","Recycled","2010","2010",0.425815,,
"RAN","Other Eurasia","REC","Recycled","2011","2011",0.461834,,
"RAN","Other Eurasia","REC","Recycled","2012","2012",0.49643,,
"RAN","Other Eurasia","REC","Recycled","2013","2013",0.534135,,
"RAN","Other Eurasia","REC","Recycled","2014","2014",0.570526,,
"RAN","Other Eurasia","REC","Recycled","2015","2015",0.617758,,
"RAN","Other Eurasia","REC","Recycled","2016","2016",0.661115,,
"RAN","Other Eurasia","REC","Recycled","2017","2017",0.708417,,
"RAN","Other Eurasia","REC","Recycled","2018","2018",0.751458,,
"RAN","Other Eurasia","REC","Recycled","2019","2019",0.793023,,
"MEN","Middle East & North Africa","LIT","Littered","2000","2000",0.024488,,
"MEN","Middle East & North Africa","LIT","Littered","2001","2001",0.025612,,
"MEN","Middle East & North Africa","LIT","Littered","2002","2002",0.027269,,
"MEN","Middle East & North Africa","LIT","Littered","2003","2003",0.028768,,
"MEN","Middle East & North Africa","LIT","Littered","2004","2004",0.030554,,
"MEN","Middle East & North Africa","LIT","Littered","2005","2005",0.031936,,
"MEN","Middle East & North Africa","LIT","Littered","2006","2006",0.033846,,
"MEN","Middle East & North Africa","LIT","Littered","2007","2007",0.035852,,
"MEN","Middle East & North Africa","LIT","Littered","2008","2008",0.035983,,
"MEN","Middle East & North Africa","LIT","Littered","2009","2009",0.037178,,
"MEN","Middle East & North Africa","LIT","Littered","2010","2010",0.039719,,
"MEN","Middle East & North Africa","LIT","Littered","2011","2011",0.041416,,
"MEN","Middle East & North Africa","LIT","Littered","2012","2012",0.043058,,
"MEN","Middle East & North Africa","LIT","Littered","2013","2013",0.044995,,
"MEN","Middle East & North Africa","LIT","Littered","2014","2014",0.046604,,
"MEN","Middle East & North Africa","LIT","Littered","2015","2015",0.048369,,
"MEN","Middle East & North Africa","LIT","Littered","2016","2016",0.051859,,
"MEN","Middle East & North Africa","LIT","Littered","2017","2017",0.054119,,
"MEN","Middle East & North Africa","LIT","Littered","2018","2018",0.055713,,
"MEN","Middle East & North Africa","LIT","Littered","2019","2019",0.057504,,
"LAM","Latin America","REC","Recycled","2000","2000",0.331489,,
"LAM","Latin America","REC","Recycled","2001","2001",0.375196,,
"LAM","Latin America","REC","Recycled","2002","2002",0.430071,,
"LAM","Latin America","REC","Recycled","2003","2003",0.487546,,
"LAM","Latin America","REC","Recycled","2004","2004",0.554419,,
"LAM","Latin America","REC","Recycled","2005","2005",0.619442,,
"LAM","Latin America","REC","Recycled","2006","2006",0.698778,,
"LAM","Latin America","REC","Recycled","2007","2007",0.786248,,
"LAM","Latin America","REC","Recycled","2008","2008",0.842459,,
"LAM","Latin America","REC","Recycled","2009","2009",0.924212,,
"LAM","Latin America","REC","Recycled","2010","2010",1.034727,,
"LAM","Latin America","REC","Recycled","2011","2011",1.132504,,
"LAM","Latin America","REC","Recycled","2012","2012",1.228215,,
"LAM","Latin America","REC","Recycled","2013","2013",1.333962,,
"LAM","Latin America","REC","Recycled","2014","2014",1.433652,,
"LAM","Latin America","REC","Recycled","2015","2015",1.576706,,
"LAM","Latin America","REC","Recycled","2016","2016",1.659917,,
"LAM","Latin America","REC","Recycled","2017","2017",1.762215,,
"LAM","Latin America","REC","Recycled","2018","2018",1.877878,,
"LAM","Latin America","REC","Recycled","2019","2019",1.992802,,
"EU5","Other EU","INC","Incinerated","2000","2000",0.017538,,
"EU5","Other EU","INC","Incinerated","2001","2001",0.018965,,
"EU5","Other EU","INC","Incinerated","2002","2002",0.020705,,
"EU5","Other EU","INC","Incinerated","2003","2003",0.02244,,
"EU5","Other EU","INC","Incinerated","2004","2004",0.024383,,
"EU5","Other EU","INC","Incinerated","2005","2005",0.026186,,
"EU5","Other EU","INC","Incinerated","2006","2006",0.028328,,
"EU5","Other EU","INC","Incinerated","2007","2007",0.030611,,
"EU5","Other EU","INC","Incinerated","2008","2008",0.031996,,
"EU5","Other EU","INC","Incinerated","2009","2009",0.034003,,
"EU5","Other EU","INC","Incinerated","2010","2010",0.03681,,
"EU5","Other EU","INC","Incinerated","2011","2011",0.039187,,
"EU5","Other EU","INC","Incinerated","2012","2012",0.041596,,
"EU5","Other EU","INC","Incinerated","2013","2013",0.044187,,
"EU5","Other EU","INC","Incinerated","2014","2014",0.046494,,
"EU5","Other EU","INC","Incinerated","2015","2015",0.049408,,
"EU5","Other EU","INC","Incinerated","2016","2016",0.052287,,
"EU5","Other EU","INC","Incinerated","2017","2017",0.055754,,
"EU5","Other EU","INC","Incinerated","2018","2018",0.05884,,
"EU5","Other EU","INC","Incinerated","2019","2019",0.063877,,
"OE6","OECD Non-EU","LAN","Landfilled","2000","2000",5.988789,,
"OE6","OECD Non-EU","LAN","Landfilled","2001","2001",6.174807,,
"OE6","OECD Non-EU","LAN","Landfilled","2002","2002",6.446299,,
"OE6","OECD Non-EU","LAN","Landfilled","2003","2003",6.682765,,
"OE6","OECD Non-EU","LAN","Landfilled","2004","2004",6.956634,,
"OE6","OECD Non-EU","LAN","Landfilled","2005","2005",7.151091,,
"OE6","OECD Non-EU","LAN","Landfilled","2006","2006",7.41921,,
"OE6","OECD Non-EU","LAN","Landfilled","2007","2007",7.693034,,
"OE6","OECD Non-EU","LAN","Landfilled","2008","2008",7.677844,,
"OE6","OECD Non-EU","LAN","Landfilled","2009","2009",7.81797,,
"OE6","OECD Non-EU","LAN","Landfilled","2010","2010",8.135986,,
"OE6","OECD Non-EU","LAN","Landfilled","2011","2011",8.315525,,
"OE6","OECD Non-EU","LAN","Landfilled","2012","2012",8.490361,,
"OE6","OECD Non-EU","LAN","Landfilled","2013","2013",8.710955,,
"OE6","OECD Non-EU","LAN","Landfilled","2014","2014",8.790699,,
"OE6","OECD Non-EU","LAN","Landfilled","2015","2015",8.955026,,
"OE6","OECD Non-EU","LAN","Landfilled","2016","2016",9.131472,,
"OE6","OECD Non-EU","LAN","Landfilled","2017","2017",9.404018,,
"OE6","OECD Non-EU","LAN","Landfilled","2018","2018",9.62322,,
"OE6","OECD Non-EU","LAN","Landfilled","2019","2019",9.876118,,
"OAF","Other Africa","TOTAL","Total","2000","2000",5.253922,,
"OAF","Other Africa","TOTAL","Total","2001","2001",5.662476,,
"OAF","Other Africa","TOTAL","Total","2002","2002",6.196448,,
"OAF","Other Africa","TOTAL","Total","2003","2003",6.717239,,
"OAF","Other Africa","TOTAL","Total","2004","2004",7.319935,,
"OAF","Other Africa","TOTAL","Total","2005","2005",7.848006,,
"OAF","Other Africa","TOTAL","Total","2006","2006",8.512831,,
"OAF","Other Africa","TOTAL","Total","2007","2007",9.223009,,
"OAF","Other Africa","TOTAL","Total","2008","2008",9.512829,,
"OAF","Other Africa","TOTAL","Total","2009","2009",10.066513,,
"OAF","Other Africa","TOTAL","Total","2010","2010",10.908001,,
"OAF","Other Africa","TOTAL","Total","2011","2011",11.564039,,
"OAF","Other Africa","TOTAL","Total","2012","2012",12.161154,,
"OAF","Other Africa","TOTAL","Total","2013","2013",12.81345,,
"OAF","Other Africa","TOTAL","Total","2014","2014",13.375327,,
"OAF","Other Africa","TOTAL","Total","2015","2015",14.18654,,
"OAF","Other Africa","TOTAL","Total","2016","2016",14.612848,,
"OAF","Other Africa","TOTAL","Total","2017","2017",15.087484,,
"OAF","Other Africa","TOTAL","Total","2018","2018",15.661993,,
"OAF","Other Africa","TOTAL","Total","2019","2019",16.249045,,
"OAM","Other OECD America","LAN","Landfilled","2000","2000",4.104219,,
"OAM","Other OECD America","LAN","Landfilled","2001","2001",4.265721,,
"OAM","Other OECD America","LAN","Landfilled","2002","2002",4.493477,,
"OAM","Other OECD America","LAN","Landfilled","2003","2003",4.699416,,
"OAM","Other OECD America","LAN","Landfilled","2004","2004",4.937767,,
"OAM","Other OECD America","LAN","Landfilled","2005","2005",5.120821,,
"OAM","Other OECD America","LAN","Landfilled","2006","2006",5.364889,,
"OAM","Other OECD America","LAN","Landfilled","2007","2007",5.618664,,
"OAM","Other OECD America","LAN","Landfilled","2008","2008",5.64919,,
"OAM","Other OECD America","LAN","Landfilled","2009","2009",5.804981,,
"OAM","Other OECD America","LAN","Landfilled","2010","2010",6.108298,,
"OAM","Other OECD America","LAN","Landfilled","2011","2011",6.30506,,
"OAM","Other OECD America","LAN","Landfilled","2012","2012",6.450219,,
"OAM","Other OECD America","LAN","Landfilled","2013","2013",6.64708,,
"OAM","Other OECD America","LAN","Landfilled","2014","2014",6.702392,,
"OAM","Other OECD America","LAN","Landfilled","2015","2015",7.192255,,
"OAM","Other OECD America","LAN","Landfilled","2016","2016",7.353758,,
"OAM","Other OECD America","LAN","Landfilled","2017","2017",7.498078,,
"OAM","Other OECD America","LAN","Landfilled","2018","2018",7.814518,,
"OAM","Other OECD America","LAN","Landfilled","2019","2019",7.997318,,
"OPA","OECD Asia","REC","Recycled","2000","2000",0.229828,,
"OPA","OECD Asia","REC","Recycled","2001","2001",0.263792,,
"OPA","OECD Asia","REC","Recycled","2002","2002",0.304547,,
"OPA","OECD Asia","REC","Recycled","2003","2003",0.347038,,
"OPA","OECD Asia","REC","Recycled","2004","2004",0.395239,,
"OPA","OECD Asia","REC","Recycled","2005","2005",0.441905,,
"OPA","OECD Asia","REC","Recycled","2006","2006",0.496708,,
"OPA","OECD Asia","REC","Recycled","2007","2007",0.55591,,
"OPA","OECD Asia","REC","Recycled","2008","2008",0.596139,,
"OPA","OECD Asia","REC","Recycled","2009","2009",0.650744,,
"OPA","OECD Asia","REC","Recycled","2010","2010",0.724876,,
"OPA","OECD Asia","REC","Recycled","2011","2011",0.798455,,
"OPA","OECD Asia","REC","Recycled","2012","2012",0.864444,,
"OPA","OECD Asia","REC","Recycled","2013","2013",0.9391,,
"OPA","OECD Asia","REC","Recycled","2014","2014",1.008836,,
"OPA","OECD Asia","REC","Recycled","2015","2015",1.097589,,
"OPA","OECD Asia","REC","Recycled","2016","2016",1.17305,,
"OPA","OECD Asia","REC","Recycled","2017","2017",1.259005,,
"OPA","OECD Asia","REC","Recycled","2018","2018",1.385336,,
"OPA","OECD Asia","REC","Recycled","2019","2019",1.463308,,
"RAN","Other Eurasia","TOTAL","Total","2000","2000",6.277171,,
"RAN","Other Eurasia","TOTAL","Total","2001","2001",6.659039,,
"RAN","Other Eurasia","TOTAL","Total","2002","2002",7.138507,,
"RAN","Other Eurasia","TOTAL","Total","2003","2003",7.606354,,
"RAN","Other Eurasia","TOTAL","Total","2004","2004",8.134389,,
"RAN","Other Eurasia","TOTAL","Total","2005","2005",8.605881,,
"RAN","Other Eurasia","TOTAL","Total","2006","2006",9.179765,,
"RAN","Other Eurasia","TOTAL","Total","2007","2007",9.78989,,
"RAN","Other Eurasia","TOTAL","Total","2008","2008",10.105997,,
"RAN","Other Eurasia","TOTAL","Total","2009","2009",10.61586,,
"RAN","Other Eurasia","TOTAL","Total","2010","2010",11.342219,,
"RAN","Other Eurasia","TOTAL","Total","2011","2011",11.937538,,
"RAN","Other Eurasia","TOTAL","Total","2012","2012",12.479086,,
"RAN","Other Eurasia","TOTAL","Total","2013","2013",13.064105,,
"RAN","Other Eurasia","TOTAL","Total","2014","2014",13.602164,,
"RAN","Other Eurasia","TOTAL","Total","2015","2015",14.30491,,
"RAN","Other Eurasia","TOTAL","Total","2016","2016",14.930472,,
"RAN","Other Eurasia","TOTAL","Total","2017","2017",15.60294,,
"RAN","Other Eurasia","TOTAL","Total","2018","2018",16.156753,,
"RAN","Other Eurasia","TOTAL","Total","2019","2019",16.64482,,
"OCE","OECD Oceania","INC","Incinerated","2000","2000",0.040503,,
"OCE","OECD Oceania","INC","Incinerated","2001","2001",0.045015,,
"OCE","OECD Oceania","INC","Incinerated","2002","2002",0.050359,,
"OCE","OECD Oceania","INC","Incinerated","2003","2003",0.055969,,
"OCE","OECD Oceania","INC","Incinerated","2004","2004",0.062279,,
"OCE","OECD Oceania","INC","Incinerated","2005","2005",0.068534,,
"OCE","OECD Oceania","INC","Incinerated","2006","2006",0.075801,,
"OCE","OECD Oceania","INC","Incinerated","2007","2007",0.083744,,
"OCE","OECD Oceania","INC","Incinerated","2008","2008",0.090116,,
"OCE","OECD Oceania","INC","Incinerated","2009","2009",0.098217,,
"OCE","OECD Oceania","INC","Incinerated","2010","2010",0.108441,,
"OCE","OECD Oceania","INC","Incinerated","2011","2011",0.119109,,
"OCE","OECD Oceania","INC","Incinerated","2012","2012",0.127393,,
"OCE","OECD Oceania","INC","Incinerated","2013","2013",0.140799,,
"OCE","OECD Oceania","INC","Incinerated","2014","2014",0.150347,,
"OCE","OECD Oceania","INC","Incinerated","2015","2015",0.162978,,
"OCE","OECD Oceania","INC","Incinerated","2016","2016",0.176487,,
"OCE","OECD Oceania","INC","Incinerated","2017","2017",0.193165,,
"OCE","OECD Oceania","INC","Incinerated","2018","2018",0.206472,,
"OCE","OECD Oceania","INC","Incinerated","2019","2019",0.21783,,
"LAM","Latin America","TOTAL","Total","2000","2000",6.223362,,
"LAM","Latin America","TOTAL","Total","2001","2001",6.717312,,
"LAM","Latin America","TOTAL","Total","2002","2002",7.356582,,
"LAM","Latin America","TOTAL","Total","2003","2003",7.983826,,
"LAM","Latin America","TOTAL","Total","2004","2004",8.706709,,
"LAM","Latin America","TOTAL","Total","2005","2005",9.348773,,
"LAM","Latin America","TOTAL","Total","2006","2006",10.150248,,
"LAM","Latin America","TOTAL","Total","2007","2007",11.007745,,
"LAM","Latin America","TOTAL","Total","2008","2008",11.390283,,
"LAM","Latin America","TOTAL","Total","2009","2009",12.07805,,
"LAM","Latin America","TOTAL","Total","2010","2010",13.078401,,
"LAM","Latin America","TOTAL","Total","2011","2011",13.860681,,
"LAM","Latin America","TOTAL","Total","2012","2012",14.578898,,
"LAM","Latin America","TOTAL","Total","2013","2013",15.377147,,
"LAM","Latin America","TOTAL","Total","2014","2014",16.059312,,
"LAM","Latin America","TOTAL","Total","2015","2015",17.134865,,
"LAM","Latin America","TOTAL","Total","2016","2016",17.534104,,
"LAM","Latin America","TOTAL","Total","2017","2017",18.127757,,
"LAM","Latin America","TOTAL","Total","2018","2018",18.836334,,
"LAM","Latin America","TOTAL","Total","2019","2019",19.492385,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2000","2000",3.121883,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2001","2001",3.263276,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2002","2002",3.452754,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2003","2003",3.628668,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2004","2004",3.829336,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2005","2005",3.991293,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2006","2006",4.198402,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2007","2007",4.41469,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2008","2008",4.472405,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2009","2009",4.621749,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2010","2010",4.885492,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2011","2011",5.072754,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2012","2012",5.24484,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2013","2013",5.430095,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2014","2014",5.599134,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2015","2015",5.785391,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2016","2016",6.118184,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2017","2017",6.342768,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2018","2018",6.506718,,
"MEN","Middle East & North Africa","MIS","Mismanaged","2019","2019",6.675025,,
"OAF","Other Africa","LIT","Littered","2000","2000",0.029352,,
"OAF","Other Africa","LIT","Littered","2001","2001",0.031434,,
"OAF","Other Africa","LIT","Littered","2002","2002",0.03434,,
"OAF","Other Africa","LIT","Littered","2003","2003",0.037086,,
"OAF","Other Africa","LIT","Littered","2004","2004",0.04036,,
"OAF","Other Africa","LIT","Littered","2005","2005",0.043102,,
"OAF","Other Africa","LIT","Littered","2006","2006",0.046764,,
"OAF","Other Africa","LIT","Littered","2007","2007",0.050668,,
"OAF","Other Africa","LIT","Littered","2008","2008",0.051528,,
"OAF","Other Africa","LIT","Littered","2009","2009",0.054181,,
"OAF","Other Africa","LIT","Littered","2010","2010",0.058766,,
"OAF","Other Africa","LIT","Littered","2011","2011",0.062012,,
"OAF","Other Africa","LIT","Littered","2012","2012",0.065068,,
"OAF","Other Africa","LIT","Littered","2013","2013",0.068658,,
"OAF","Other Africa","LIT","Littered","2014","2014",0.071418,,
"OAF","Other Africa","LIT","Littered","2015","2015",0.07571,,
"OAF","Other Africa","LIT","Littered","2016","2016",0.077222,,
"OAF","Other Africa","LIT","Littered","2017","2017",0.079093,,
"OAF","Other Africa","LIT","Littered","2018","2018",0.081695,,
"OAF","Other Africa","LIT","Littered","2019","2019",0.084051,,
"ODA","Other non-OECD Asia","REC","Recycled","2000","2000",0.274212,,
"ODA","Other non-OECD Asia","REC","Recycled","2001","2001",0.315333,,
"ODA","Other non-OECD Asia","REC","Recycled","2002","2002",0.366303,,
"ODA","Other non-OECD Asia","REC","Recycled","2003","2003",0.420711,,
"ODA","Other non-OECD Asia","REC","Recycled","2004","2004",0.483947,,
"ODA","Other non-OECD Asia","REC","Recycled","2005","2005",0.546848,,
"ODA","Other non-OECD Asia","REC","Recycled","2006","2006",0.622647,,
"ODA","Other non-OECD Asia","REC","Recycled","2007","2007",0.706757,,
"ODA","Other non-OECD Asia","REC","Recycled","2008","2008",0.767181,,
"ODA","Other non-OECD Asia","REC","Recycled","2009","2009",0.850076,,
"ODA","Other non-OECD Asia","REC","Recycled","2010","2010",0.966776,,
"ODA","Other non-OECD Asia","REC","Recycled","2011","2011",1.075426,,
"ODA","Other non-OECD Asia","REC","Recycled","2012","2012",1.183065,,
"ODA","Other non-OECD Asia","REC","Recycled","2013","2013",1.305255,,
"ODA","Other non-OECD Asia","REC","Recycled","2014","2014",1.434872,,
"ODA","Other non-OECD Asia","REC","Recycled","2015","2015",1.597105,,
"ODA","Other non-OECD Asia","REC","Recycled","2016","2016",1.749339,,
"ODA","Other non-OECD Asia","REC","Recycled","2017","2017",1.92939,,
"ODA","Other non-OECD Asia","REC","Recycled","2018","2018",2.146655,,
"ODA","Other non-OECD Asia","REC","Recycled","2019","2019",2.283199,,
"OAM","Other OECD America","TOTAL","Total","2000","2000",5.967231,,
"OAM","Other OECD America","TOTAL","Total","2001","2001",6.202006,,
"OAM","Other OECD America","TOTAL","Total","2002","2002",6.533283,,
"OAM","Other OECD America","TOTAL","Total","2003","2003",6.832764,,
"OAM","Other OECD America","TOTAL","Total","2004","2004",7.179382,,
"OAM","Other OECD America","TOTAL","Total","2005","2005",7.445171,,
"OAM","Other OECD America","TOTAL","Total","2006","2006",7.79963,,
"OAM","Other OECD America","TOTAL","Total","2007","2007",8.168064,,
"OAM","Other OECD America","TOTAL","Total","2008","2008",8.21108,,
"OAM","Other OECD America","TOTAL","Total","2009","2009",8.436405,,
"OAM","Other OECD America","TOTAL","Total","2010","2010",8.876656,,
"OAM","Other OECD America","TOTAL","Total","2011","2011",9.161847,,
"OAM","Other OECD America","TOTAL","Total","2012","2012",9.371007,,
"OAM","Other OECD America","TOTAL","Total","2013","2013",9.654957,,
"OAM","Other OECD America","TOTAL","Total","2014","2014",9.733339,,
"OAM","Other OECD America","TOTAL","Total","2015","2015",10.445481,,
"OAM","Other OECD America","TOTAL","Total","2016","2016",10.679133,,
"OAM","Other OECD America","TOTAL","Total","2017","2017",10.8869,,
"OAM","Other OECD America","TOTAL","Total","2018","2018",11.344694,,
"OAM","Other OECD America","TOTAL","Total","2019","2019",11.613382,,
"OPA","OECD Asia","MIS","Mismanaged","2000","2000",0.601118,,
"OPA","OECD Asia","MIS","Mismanaged","2001","2001",0.603463,,
"OPA","OECD Asia","MIS","Mismanaged","2002","2002",0.612241,,
"OPA","OECD Asia","MIS","Mismanaged","2003","2003",0.615263,,
"OPA","OECD Asia","MIS","Mismanaged","2004","2004",0.619209,,
"OPA","OECD Asia","MIS","Mismanaged","2005","2005",0.61336,,
"OPA","OECD Asia","MIS","Mismanaged","2006","2006",0.611166,,
"OPA","OECD Asia","MIS","Mismanaged","2007","2007",0.606257,,
"OPA","OECD Asia","MIS","Mismanaged","2008","2008",0.576047,,
"OPA","OECD Asia","MIS","Mismanaged","2009","2009",0.555821,,
"OPA","OECD Asia","MIS","Mismanaged","2010","2010",0.544655,,
"OPA","OECD Asia","MIS","Mismanaged","2011","2011",0.524697,,
"OPA","OECD Asia","MIS","Mismanaged","2012","2012",0.494264,,
"OPA","OECD Asia","MIS","Mismanaged","2013","2013",0.464218,,
"OPA","OECD Asia","MIS","Mismanaged","2014","2014",0.426475,,
"OPA","OECD Asia","MIS","Mismanaged","2015","2015",0.38971,,
"OPA","OECD Asia","MIS","Mismanaged","2016","2016",0.343975,,
"OPA","OECD Asia","MIS","Mismanaged","2017","2017",0.297112,,
"OPA","OECD Asia","MIS","Mismanaged","2018","2018",0.252924,,
"OPA","OECD Asia","MIS","Mismanaged","2019","2019",0.254107,,
"O22","OECD EU ","REC","Recycled","2000","2000",1.62886,,
"O22","OECD EU ","REC","Recycled","2001","2001",1.838617,,
"O22","OECD EU ","REC","Recycled","2002","2002",2.085776,,
"O22","OECD EU ","REC","Recycled","2003","2003",2.335742,,
"O22","OECD EU ","REC","Recycled","2004","2004",2.612599,,
"O22","OECD EU ","REC","Recycled","2005","2005",2.869682,,
"O22","OECD EU ","REC","Recycled","2006","2006",3.165603,,
"O22","OECD EU ","REC","Recycled","2007","2007",3.475983,,
"O22","OECD EU ","REC","Recycled","2008","2008",3.665327,,
"O22","OECD EU ","REC","Recycled","2009","2009",3.927074,,
"O22","OECD EU ","REC","Recycled","2010","2010",4.290514,,
"O22","OECD EU ","REC","Recycled","2011","2011",4.604755,,
"O22","OECD EU ","REC","Recycled","2012","2012",4.897937,,
"O22","OECD EU ","REC","Recycled","2013","2013",5.212043,,
"O22","OECD EU ","REC","Recycled","2014","2014",5.466744,,
"O22","OECD EU ","REC","Recycled","2015","2015",5.80231,,
"O22","OECD EU ","REC","Recycled","2016","2016",6.115516,,
"O22","OECD EU ","REC","Recycled","2017","2017",6.487726,,
"O22","OECD EU ","REC","Recycled","2018","2018",6.87217,,
"O22","OECD EU ","REC","Recycled","2019","2019",7.193393,,
"RAN","Other Eurasia","LAN","Landfilled","2000","2000",3.522878,,
"RAN","Other Eurasia","LAN","Landfilled","2001","2001",3.730482,,
"RAN","Other Eurasia","LAN","Landfilled","2002","2002",3.991612,,
